book_id,title,authors,average_rating,ratings_count,publication_date
3784,"Movie Shoes (Shoes #6)","Noel Streatfeild",4.0,1351,1984-05-01
3787,"Party Shoes (Shoes #5)","Noel Streatfeild",3.64,430,2002-09-01
3788,"Thursday's Child (Margaret Thursday #1)","Noel Streatfeild",3.98,1059,1985-12-01
3797,"Miss Happiness and Miss Flower","Rumer Godden/Gary Blythe",4.27,913,2006-09-01
3798,"The River","Rumer Godden",3.95,377,2004-04-16
3799,"The Dolls' House","Rumer Godden/Christian Birmingham",4.01,1410,2006-11-03
3801,"China Court: The Hours of a Country House","Rumer Godden",3.97,516,1993-12-31
3803,"Rumer Godden","Anne Chisholm",3.82,9,1999-06-11
3805,"The Corrections","Jonathan Franzen",3.79,133237,2002-09-02
3806,"Creative Correction: Extraordinary Ideas For Everyday Discipline","Lisa Whelchel/Stormie Omartian",3.93,1094,2010-03-31
3815,"Original Sin (Adam Dalgliesh #9)","P.D. James",3.91,6736,2005-12-02
3818,"Original Sin: Illuminating the Riddle","Henri Blocher",3.68,64,2000-10-02
3820,"An Original Sin","Nina Bangs",3.75,369,1999-07-01
3822,"Aliens: Original Sin","Michael Jan Friedman",3.71,247,2005-10-26
3825,"Death in Holy Orders (Adam Dalgliesh #11)","P.D. James/Christa Seibicke",3.92,9847,2002-03-26
3826,"The Lighthouse (Adam Dalgliesh #13)","P.D. James",3.81,10651,2006-10-10
3827,"Unnatural Causes (Adam Dalgliesh #3)","P.D. James",3.94,9258,2002-05-20
3828,"Death of an Expert Witness (Adam Dalgliesh #6)","P.D. James",3.99,8045,2002-05-20
3829,"A Mind To Murder (Adam Dalgliesh #2)","P.D. James",3.82,39,2002-05-20
3830,"A Taste for Death (Adam Dalgliesh #7)","P.D. James",4.02,10304,2005-11-08
3831,"Time To Be In Earnest: A Fragment Of Autobiography","P.D. James",3.93,495,2001-02-27
3832,"Cover Her Face (Adam Dalgliesh #1)","P.D. James",3.93,26375,2001-05-08
3833,"The Black Tower (Adam Dalgliesh #5)","P.D. James",4.0,13801,2001-10-02
3834,"Innocent Blood","P.D. James",3.68,3793,2001-08-02
3835,"Don Quixote","Miguel de Cervantes Saavedra/Edith Grossman/Harold Bloom",3.87,4956,2005-04-26
3836,"Don Quixote","Miguel de Cervantes Saavedra/John Rutherford/Roberto González Echevarría",3.87,160911,2003-02-25
3837,"Don Quixote","Miguel de Cervantes Saavedra/Walter Starkie",3.87,71,2003-06-03
3840,"Don Quixote","Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes",3.87,393,2001-04-10
3841,"Lectures on Don Quixote","Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam",3.87,275,1984-04-18
3842,"Cliffs Notes on Cervantes' Don Quixote","Marianne Sturman",3.61,21,1964-07-08
3848,"Desert Heat (Joanna Brady #1)","J.A. Jance",4.0,41,2004-09-01
3849,"Kentucky Heat","Fern Michaels",4.19,1869,2002-09-01
3850,"Heat Wave: A Social Autopsy of Disaster in Chicago","Eric Klinenberg",3.86,732,2003-07-15
3851,"Texas Heat (Texas #2)","Fern Michaels",4.18,2025,2001-11-27
3852,"Primal Heat (Includes: Breeds #8.5; Devlin Dynasty #1; Moon Lust #1)","Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton",4.13,3567,2004-05-15
3853,"Heat and Dust","Ruth Prawer Jhabvala",3.55,6214,1999-04-16
3858,"Holy Cow: An Indian Adventure","Sarah Macdonald",3.53,15315,2004-04-13
3859,"Holy Cows and Hog Heaven: The Food Buyer's Guide to Farm Friendly Food","Joel Salatin/Michael Pollan",4.01,292,2005-02-19
3867,"The History of Love","Nicole Krauss",3.92,110082,2006-05-17
3869,"A Brief History of Time","Stephen Hawking",4.17,239652,1998-09-01
3870,"A Short History of Nearly Everything","Bill Bryson",4.21,352,2005-11-01
3871,"The Politically Incorrect Guide to American History","Thomas E. Woods Jr.",4.03,1604,2004-11-01
3872,"A History of the World in 6 Glasses","Tom Standage",3.76,14820,2006-05-16
3873,"A History of God: The 4 000-Year Quest of Judaism Christianity and Islam","Karen Armstrong",3.87,38915,2004-03-02
3875,"The Sun Also Rises","Ernest Hemingway/William Hurt",3.82,302,2006-10-17
3886,"The Bon Appetit Cookbook","Barbara Fairchild",4.07,1816,2006-08-15
3895,"The Barefoot Contessa Cookbook","Ina Garten/Melanie Acevedo",4.15,28789,1999-04-06
3900,"Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain","Diane Johnson",3.51,240,2005-05-01
3914,Sylvia,"Leonard Michaels/Diane Johnson",3.86,807,2007-05-29
3916,"The Life Of Dashiell Hammett","Diane Johnson",3.73,4,1984-01-23
3918,"Divorcio a la Francesa: Le Divorce","Diane Johnson/Carlos Milla Soler/Roberto Fernandez Sastre",2.88,6,2003-06-01
3921,"London is the Best City in America","Laura Dave",3.45,2168,2006-05-18
3938,"Hyperion (Los Cantos de Hyperion #1)","Dan Simmons/Carlos Alberto Gardini",4.24,174,2005-06-01
3939,"The Fall of Hyperion (Hyperion Cantos #2)","Dan Simmons",4.2,237,1992-02-20
3940,"Supreme Power: Hyperion","J. Michael Straczynski/Dan Jurgens",3.45,232,2006-07-19
3966,"Die Hyperion-Gesänge","Dan Simmons/Joachim Körber",4.42,141,2002-08-01
3967,"La Chute d'Hypérion II","Dan Simmons/Guy Abadia",4.2,21,2000-12-26
3968,Endymion,"Dan Simmons/Guy Abadia",4.17,29,1998-12-14
3972,"Olympos (Ilium #2)","Dan Simmons",3.94,13300,2006-07-25
3973,"Ilium (Ilium #1)","Dan Simmons",4.03,21973,2005-06-28
3974,"The Terror","Dan Simmons",4.07,31711,2007-01-08
3975,"Worlds Enough & Time: Five Tales of Speculative Fiction","Dan Simmons",3.75,953,2002-11-26
3976,"Hard Freeze (Joe Kurtz #2)","Dan Simmons",3.84,734,2003-09-15
3977,"Endymion (Hyperion Cantos #3)","Dan Simmons",4.17,38357,1996-12-01
3978,"A Winter Haunting (Seasons of Horror #2)","Dan Simmons",3.6,6253,2002-12-31
3985,"The Amazing Adventures of Kavalier & Clay","Michael Chabon",4.18,165862,2001-08-25
3986,"The Amazing Adventures of the Escapist: Volume 1","Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin McCarthy",3.46,1097,2004-05-18
3997,"The Great House of God","Max Lucado",4.25,1101,2001-10-31
4006,"The Valkyries","Paulo Coelho/Alan R. Clarke",3.31,16483,1999-09-06
4008,"The Devil and Miss Prym (On the Seventh Day #3)","Paulo Coelho/Amanda Hopkinson/Nick Caistor",3.61,47673,2006-07-03
4009,"Nine Stories","J.D. Salinger",4.19,112779,2001-01-30
4014,"The Sun Rises: and Other Questions About Time and Seasons","Brenda Walpole",3.94,50,2006-09-15
4023,"American Psycho","Bret Easton Ellis",3.82,844,2010-04-21
4031,"Lunar Park","Bret Easton Ellis",3.7,24618,2006-08-29
4035,"The Burden of Proof (Kindle County Legal Thriller #2)","Scott Turow",4.06,32337,2000-12-01
4043,Godless,"Pete Hautman",3.6,4213,2005-11-01
4050,"That Godless Court?: Supreme Court Decisions on Church-State Relationships","Ronald B. Flowers",3.59,12,2005-09-02
4055,"Soul Mates: Honouring the Mysteries of Love and Relationship","Thomas Moore",3.99,4372,2013-12-13
4060,"Soul Mates & Twin Flames: The Spiritual Dimension of Love & Relationships (Pocket Guide to Practical Spirituality)","Elizabeth Clare Prophet",3.79,141,2017-08-17
4066,"Hot Chocolate for the Mystical Lover: 101 True Stories of Soul Mates Brought Together by Divine Intervention","Arielle Ford/Deepak Chopra",4.08,38,2001-01-01
4069,"Man's Search for Meaning","Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch",4.36,282127,2006-06-01
4070,"Man's Search for Meaning","Viktor E. Frankl/Gordon W. Allport/Ilse Lasch",4.36,391,2000-03-30
4075,"In Search of Memory: The Emergence of a New Science of Mind","Eric R. Kandel",4.1,3958,2006-02-01
4077,"Search Engine Optimization for Dummies","Peter Kent",3.79,143,2006-05-01
4099,"The Pragmatic Programmer: From Journeyman to Master","Andy Hunt/Dave Thomas",4.31,12563,1999-10-30
4100,"Behind Closed Doors: Secrets of Great Management","Johanna Rothman/Esther Derby",3.96,840,2005-09-26
4104,"Blink: The Power of Thinking Without Thinking","Malcolm Gladwell",3.93,832,2005-01-11
4106,"Blink 182","Anne Hoppus",4.42,62,2001-12-01
4108,"I Blink: And Other Questions About My Body","Brigid Avison",3.92,36,2003-04-25
4117,"The Great Good Thing (The Sylvie Cycle #1)","Roderick Townley",3.9,1782,2003-09-01
4119,"The Great Good Place: Cafes Coffee Shops Bookstores Bars Hair Salons and Other Hangouts at the Heart of a Community","Ray Oldenburg",3.83,608,1999-08-18
4122,"Built to Last: Successful Habits of Visionary Companies","James C. Collins/Jerry I. Porras",3.99,53749,2004-11-02
4135,"I Like You: Hospitality Under the Influence","Amy Sedaris",3.88,37258,2006-10-16
4140,"Children Playing Before a Statue of Hercules","David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett",3.68,6490,2005-08-01
4144,"Bringing Down The House","Ben Mezrich",3.89,518,2004-05-06
4162,"Read for Your Life: 11 Ways to Better Yourself Through Books","Pat Williams/Peggy Matthews Rose",3.7,82,2007-06-01
4165,"The Hip-Hop Church: Connecting with the Movement Shaping Our Culture","Efrem Smith/Phil Jackson",3.91,21,2005-12-15
4167,"The Final Season: Fathers Sons and One Last Season in a Classic American Ballpark","Tom Stanton",4.16,216,2002-05-08
4191,"The Cold Six Thousand (Underworld USA #2)","James Ellroy",4.01,5642,2002-06-11
4200,"White Teeth","Zadie Smith",3.77,4202,2001-01-25
4204,"White Teeth","Zadie Smith",3.77,81,2001-06-01
4207,"White Teeth","Zadie Smith",3.77,1265,2000-11-30
4216,"Schiffbruch mit Zuschauer. Paradigma einer Daseinsmetapher","Hans Blumenberg",3.93,6,1997-05-27
4221,"The Guide to Dan Brown's the Solomon Key","Greg Taylor",2.98,34,2005-09-30
4223,"The Da Vinci Code (Robert Langdon #2)","Dan Brown",3.84,3645,2006-03-28
4227,"Angels & Demons (Robert Langdon #1)","Dan Brown",3.89,1192,2005-05-03
4232,"The Illuminati","Larry Burkett",3.71,60,2004-10-04
4241,"The Illuminati Papers","Robert Anton Wilson",3.83,710,1997-12-11
4248,"The Da Vinci Code","Dan Brown",3.84,13934,2006-03-28
4249,"The Da Vinci Code (Robert Langdon #2)","Dan Brown/Paul Michael",3.84,91,2006-03-28
4250,"El código Da Vinci (Robert Langdon #2)","Dan Brown/Juanjo Estrella",3.84,3276,2003-10-17
4251,"Truth and Fiction in The Da Vinci Code: A Historian Reveals What We Really Know about Jesus Mary Magdalene & Constantine","Bart D. Ehrman",3.64,533,2006-05-18
4256,"Harry Potter and the Prisoner of Azkaban (Harry Potter #3)","J.K. Rowling",4.56,3141,2008-07-01
4259,"Housekeeping vs. the Dirt","Nick Hornby/Sarah Vowell/Jess Walter/Jennie Erdal/Joshua Ferris",3.88,2636,2006-09-13
4260,"The Polysyllabic Spree","Nick Hornby",3.73,6828,2004-11-30
4261,Songbook,"Nick Hornby",3.56,10066,2003-10-07
4263,"My Favorite Year: A Collection of Football Writing","Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don Watson",3.68,393,2001-08-01
4264,"Fever Pitch","Nick Hornby",3.74,28830,1998-03-01
4267,"High Fidelity","Nick Hornby",3.94,827,2000-03-01
4273,"About a Boy","Nick Hornby",3.8,825,2002-04-04
4277,"The Complete Polysyllabic Spree","Nick Hornby",3.59,450,2006-09-07
4278,"Medicus (Gaius Petreius Ruso #1)","Ruth Downie",3.73,5723,2007-03-06
4287,"Middlesex Borough (Images of America: New Jersey)","Middlesex Borough Heritage Committee",5.0,2,2003-03-17
4295,"David Foster Wallace's Infinite Jest: A Reader's Guide","Stephen J. Burn",3.82,900,2003-05-20
4300,"Scar Tissue","Anthony Kiedis",4.11,327,2004-10-06
4314,"Monsieur Ibrahim et les fleurs du Coran","Éric-Emmanuel Schmitt",3.82,975,2001-06-13
4315,Zaat,"Sonallah Ibrahim/صنع الله إبراهيم/Anthony Calderbank",3.55,122,2004-03-15
4325,Dreamland,"Sarah Dessen",3.91,70043,2004-05-11
4326,"End Game (Dreamland #8)","Dale Brown/Jim DeFelice",4.02,327,2006-10-31
4329,"H. P. Lovecraft's Dreamlands (Call of Cthulhu RPG)","Chris Williams/Sandy Petersen",3.97,98,2008-02-02
4331,"Dreamland (Dreamland #1)","Dale Brown/Jim DeFelice",3.9,1313,2001-07-02
4332,"Satan's Tail (Dreamland #7)","Dale Brown/Jim DeFelice",4.0,339,2005-07-26
4337,"The Zanzibar Chest","Aidan Hartley",4.01,2218,2004-08-03
4338,"Dispatches from the Edge: A Memoir of War Disasters and Survival","Anderson Cooper",3.96,7205,2006-05-23
4339,Dispatches,"Michael Herr",4.23,13108,1991-08-06
4341,Dispatch,"Bentley Little",3.62,1291,2005-10-04
4346,"Dispatches from the Tenth Circle: The Best of the Onion","Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion",4.21,3472,2001-09-04
4352,"Hello! Is That Grandma?","Ian Whybrow/Deborah Allwright",3.53,57,2007-05-07
4359,"How Much is That Guinea Pig in the Window?","Joanne Rocklin/Meredith Johnson",4.0,27,1995-10-01
4360,"My War Gone By I Miss It So","Anthony Loyd",4.29,1505,2001-02-01
4362,"Night Draws Near: Iraq's People in the Shadow of America's War","Anthony Shadid",4.12,643,2000-09-05
4364,"Maximum City: Bombay Lost and Found","Suketu Mehta",3.93,9024,2005-09-27
4370,"Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam","Andrew X. Pham",3.96,4820,2000-09-02
4372,"When Broken Glass Floats: Growing Up Under the Khmer Rouge","Chanrithy Him",4.14,3534,2001-04-17
4373,"First They Killed My Father: A Daughter of Cambodia Remembers","Loung Ung",4.35,26524,2006-04-04
4382,"Fahrenheit 451","Ray Bradbury/Christopher Hurt",3.99,483,2005-11-01
4390,"Los funerales de la Mamá Grande","Gabriel García Márquez",3.78,4694,2006-02-07
4394,"Collected Novellas","Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein",4.0,838,2008-01-08
4397,"The Grapes of Wrath","John Steinbeck/Robert DeMott/Mick Wiggins",3.96,7044,2006-03-28
4398,"CliffsNotes on Steinbeck's The Grapes of Wrath","Kelly McGrath Vlcek/CliffsNotes/John Steinbeck",3.81,30,2000-06-05
4399,"The Grapes of Wrath","John Steinbeck",3.96,37,2001-03-01
4404,"American Gods","Neil Gaiman",4.11,1211,2001-06-01
4405,"American Gospel: God the Founding Fathers and the Making of a Nation","Jon Meacham",3.8,1876,2006-04-04
4407,"American Gods (American Gods #1)","Neil Gaiman",4.11,383045,2005-03-04
4408,"East of Eden","John Steinbeck",4.37,3942,2002-06-18
4411,"Eden in the East: The Drowned Continent of Southeast Asia","Stephen Oppenheimer",3.98,99,1999-07-01
4415,"East Of Eden","John Steinbeck",4.37,83,1977-01-01
4417,"Who Was John F. Kennedy?","Yona Zeldis McDonough/Nancy Harrison/Jill Weber",4.18,679,2004-12-29
4418,"The Radical Right & the Murder of John F. Kennedy: Stunning Evidence in the Assassination of the President","Harrison Edward Livingstone",3.22,9,2004-10-06
4424,"An Unfinished Life: John F. Kennedy 1917-1963","Robert Dallek",4.07,7981,2004-05-04
4434,Sellevision,"Augusten Burroughs",3.56,175,2006-01-01
4435,Dry,"Augusten Burroughs",4.03,1158,2005-03-01
4436,"Running with Scissors","Augusten Burroughs",3.72,667,2006-11-04
4451,"People of the Lie: The Hope for Healing Human Evil","M. Scott Peck",3.98,6256,1998-01-02
4454,"The Road Less Traveled: A New Psychology of Love Traditional Values and Spiritual Growth","M. Scott Peck",4.05,1314,2003-02-04
4465,"The Adventures of Sherlock Holmes","Arthur Conan Doyle",4.36,5906,2004-01-01
4472,"A Prayer for Owen Meany","John Irving",4.23,1073,2002-06-04
4477,"Complications: A Surgeon's Notes on an Imperfect Science","Atul Gawande/Susanne Kuhlmann-Krieg",4.26,33828,2003-04-01
4479,"Sad Underwear and Other Complications: More Poems for Children and Their Parents","Judith Viorst/Richard Hull",3.91,109,2000-04-01
4487,"Bridget Jones: The Edge Of Reason (Bridget Jones #2)","Helen Fielding",3.57,965,1999-11-18
4488,"Bridget Jones's Guide to Life","Helen Fielding",3.49,1104,2001-04-01
4515,"Las luces de septiembre (Niebla #3)","Carlos Ruiz Zafón",3.77,5119,2005-10-01
4519,"A Framework for Understanding Poverty","Ruby K. Payne",3.9,3690,2006-02-09
4520,"El príncipe de la niebla (Trilogía de la Niebla #1)","Carlos Ruiz Zafón",3.7,3602,2006-11-21
4524,"The Shadow of the Wind","Carlos Ruiz Zafón/Lucia Graves",4.26,1278,2004-10-28
4525,"Ruby for Rails: Ruby Techniques for Rails Developers","David A. Black/David Heinemeier Hansson",3.77,180,2006-05-11
4540,"About the B'nai Bagels","E.L. Konigsburg",3.57,308,1985-03-01
4579,"The Far Side of Evil","Sylvia Engdahl",3.98,60,2005-01-13
4580,"Enchantress from the Stars","Sylvia Engdahl/Lois Lowry",3.95,2045,2003-02-24
4583,"Everything Is Illuminated","Jonathan Safran Foer",3.9,1764,2005-08-23
4584,"Everything Is Illuminated","Jonathan Safran Foer",3.9,5210,2003-06-05
4588,"Extremely Loud and Incredibly Close","Jonathan Safran Foer",3.98,335477,2006-04-04
4591,"Genome: the Autobiography of a Species in 23 Chapters","Matt Ridley",4.04,20695,2006-05-30
4593,"Bioinformatics: Sequence and Genome Analysis","David W. Mount",3.86,63,2004-08-16
4595,"The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World","James Shreeve",3.83,272,2005-06-28
4599,"Carter Beats the Devil","Glen David Gold",4.09,11095,2002-09-18
4600,"Moo Baa La La La!","Sandra Boynton",4.2,28925,2004-09-06
4601,"Click Clack Moo: Cows That Type","Doreen Cronin/Betsy Lewin",4.24,348,2003-06-01
4602,"Dooby Dooby Moo","Doreen Cronin/Betsy Lewin",4.1,7823,2006-08-08
4605,Moo,"Jane Smiley",3.46,6441,1999-06-01
4606,"Sailor Moo: Cow at Sea","Lisa Wheeler/Ponder Goembel",4.07,161,2002-07-01
4608,"CliffsNotes on Heller's Catch-22","Charles A. Peek/CliffsNotes/Joseph Heller",3.55,37,1975-12-31
4610,Catch-22,"Joseph Heller",3.98,5517,1994-10-06
4620,Geisha,"Liza Dalby",4.0,3730,1998-10-01
4623,"Does Anything Eat Wasps?: And 101 Other Unsettling Witty Answers to Questions You Never Thought You Wanted to Ask","New Scientist/Mick O'Hare",3.52,606,2006-04-05
4624,"Chronik eines angekündigten Todes","Gabriel García Márquez/Curt Meyer-Clason",3.97,11,2002-08-01
4625,"The Complete Short Stories of Ernest Hemingway","Ernest Hemingway/John Hemingway/Patrick Hemingway/Gregory H. Hemingway/Charles Scribner Jr.",4.29,30081,1998-08-03
4626,"Hemingway & Bailey's Bartending Guide to Great American Writers","Mark Bailey/Edward Hemingway",3.9,132,2006-10-13
4627,"For Whom The Bell Tolls","Ernest Hemingway",3.97,162,2005-05-05
4631,"A Moveable Feast","Ernest Hemingway",4.04,82993,2012-09-06
4633,"Islands in the Stream","Ernest Hemingway",3.88,11265,2003-07-22
4637,"Berlin Blues","Sven Regener/John Brownjohn",3.87,186,2004-11-04
4641,"The Short Stories","Ernest Hemingway",4.26,219,2002-07-25
4642,"Hemingway's Cats: An Illustrated Biography","Carlene Fredericka Brennen/Hilary Hemingway",3.82,45,2005-01-01
4651,"The Ernest Hemingway Audio Collection","Ernest Hemingway/Charlton Heston",4.3,43,2001-05-08
4653,"Until I Find You","John Irving",3.63,198,2006-08-01
4654,"The Imaginary Girlfriend","John Irving",3.42,1841,2002-12-03
4656,"The Fourth Hand","John Irving",3.31,25257,2003-04-29
4657,"The Water-Method Man","John Irving",3.35,10479,1997-06-23
4658,"Setting Free the Bears","John Irving",3.3,8896,1997-06-23
4660,"The 158-Pound Marriage","John Irving",3.24,11346,1997-06-23
4662,"The Short Stories","F. Scott Fitzgerald/Matthew J. Bruccoli",4.23,12039,1998-04-15
4664,"A Life in Letters","F. Scott Fitzgerald/Matthew J. Bruccoli",4.22,186,1995-05-03
4666,"On Authorship","F. Scott Fitzgerald/Matthew J. Bruccoli/Judith S. Baughman",3.75,8,1996-09-01
4669,"The St. Paul Stories of F. Scott Fitzgerald","F. Scott Fitzgerald/Dave Page/Patricia Hampl",4.0,100,2004-09-24
4670,"Tender is the Night","F. Scott Fitzgerald/Arnold Goldman/Richard Godden",3.82,1354,2001-06-28
4673,"The Great Gatsby","Kathleen Parkinson/F. Scott Fitzgerald",3.88,557,2003-11-25
4674,"The Great Gatsby","F. Scott Fitzgerald/Tim Robbins",3.91,258,2002-10-01
4675,"The Great Gatsby","F. Scott Fitzgerald/Alexander Scourby",3.91,63,2002-03-13
4676,"Cliffs Notes on Fitzgerald's the Great Gatsby","Kate Maurer/F. Scott Fitzgerald/CliffsNotes",3.7,78,2000-06-05
4677,"The Great Gatsby","F. Scott Fitzgerald",3.91,2729,1994-01-13
4680,"Limitations (Kindle County Legal Thriller #7)","Scott Turow",3.33,1750,2006-11-14
4681,"Reversible Errors (Kindle County Legal Thriller #6)","Scott Turow",3.83,5073,2003-11-01
4682,"The Laws Of Our Fathers (Kindle County Legal Thriller #4)","Scott Turow",3.75,3655,1997-09-01
4683,"Personal Injuries (Kindle County Legal Thriller #5)","Scott Turow",3.86,5163,2000-12-01
4685,"One L: The Turbulent True Story of a First Year at Harvard Law School","Scott Turow",3.67,6093,1997-09-01
4686,"Ultimate Punishment","Scott Turow",3.81,506,2004-08-01
4692,"The Physician (Cole Family Trilogy #1)","Noah Gordon",4.37,23114,2001-07-01
4693,"Matters of Choice (Cole Family Trilogy #3)","Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić",3.39,2680,1997-05-01
4695,"The Rabbi","Noah Gordon",3.69,921,1987-08-12
4696,"The Last Jew","Noah Gordon/Mirjana Cvekić/Ljiljana Cvekić",4.1,4360,2000-08-15
4698,"The Frequencies","Noah Eli Gordon",4.32,69,2003-01-01
4700,"Chamán (Familia Cole #2)","Noah Gordon/Elsa Mateo",4.12,493,2006-06-30
4703,"The Talking Horse and the Sad Girl and the Village Under the Sea: Poems","Mark Haddon",3.31,418,2006-04-11
4704,"Ocean Star Express","Mark Haddon/Peter Sutton",3.57,1,2002-07-01
4714,"The Damned and the Beautiful: American Youth in the 1920's","Paula S. Fass",3.76,83,1978-02-19
4717,"This Side of Paradise (Paradise #1)","Steven L. Layne",3.73,549,2005-03-31
4723,Trimalchio,"F. Scott Fitzgerald/James L.W. West III",4.42,41,2002-04-25
4738,"Souvenir of Canada 2","Douglas Coupland",3.83,332,2004-05-10
4739,"Souvenir of Canada","Douglas Coupland",3.85,893,2002-07-01
4742,"The Illustrated Art of War","Sun Tzu/Samuel B. Griffith",3.97,91,2005-10-15
4745,"World War 3 Illustrated: Confrontational Comics","Scott Cunningham/Peter Kuper/Seth Tobocman/Sabrina Jones",3.85,20,1995-10-17
4746,"Master Index: An Illustrated Guide","Time-Life Books",3.56,16,1993-09-01
4752,"A New Hope: The Illustrated Screenplay (Star Wars Episode IV)","George Lucas",4.23,11,1998-03-24
4764,"Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present","Robert L. O'Connell/John Batchelor",3.75,55,2002-08-27
4767,"Star Wars Episode 1: The Phantom Menace Illustrated Screenplay","George Lucas",3.92,259,1999-04-21
4777,"Warfare in the Classical World: An Illustrated Encyclopedia of Weapons Warriors and Warfare in the Ancient Civilizations of Greece and Rome","John Warry/Phillip de ste. Croix",4.14,383,1995-10-15
4796,"The Winter of Our Discontent","John Steinbeck/Susan Shillinglaw",3.99,32091,2008-08-26
4799,"Cannery Row","John Steinbeck",4.04,96408,2002-02-05
4801,"The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies","John Steinbeck/Elaine Steinbeck/Robert DeMott",4.41,884,1996-09-01
4802,"Tortilla Flat","John Steinbeck",3.83,438,2000-09-07
4803,"The Log from the Sea of Cortez","John Steinbeck/Richard Astro",3.84,3427,2001-01-18
4805,"The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time","Dava Sobel/William J.H. Andrewes/William J. H. Andrewes",3.97,179,2003-10-01
4806,"Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time","Dava Sobel/Neil Armstrong",3.97,47453,2005-10-01
4808,"Latitude and Longitude (Rookie Read-About Geography)","Rebecca Aberg/Jeanne Clidas",3.53,1,2003-09-01
4812,"The Quest for Longitude: The Proceedings of the Longitude Symposium Harvard University Cambridge Massachusetts November 4-6 1993","William Andrewes",4.5,10,1996-10-01
4813,"1421: The Year China Discovered America","Gavin Menzies",3.6,11751,2004-01-01
4817,"Dr. Desirable","Kristi Gold",3.27,20,2002-01-25
4820,"Mayflower: A Story of Courage Community and War","Nathaniel Philbrick",3.87,31384,2006-05-09
4824,"Before the Mayflower: A History of Black America","Lerone Bennett Jr.",4.44,6,2003-10-23
4829,"Before The Mayflower A History of Black America","Lerone Bennett Jr.",4.44,26,1984-05-01
4830,"Shalimar the Clown","Salman Rushdie",3.88,11418,2006-10-10
4832,"Midnight's Children","Salman Rushdie",3.98,364,1982-04-08
4835,"Haroun and the Sea of Stories (Khalifa Brothers #1)","Salman Rushdie/Paul Birkbeck",4.01,22378,1999-08-27
4836,Fury,"Salman Rushdie",3.29,6711,2002-09-05
4845,"Code Complete","Steve McConnell",4.29,7059,2004-06-19
4864,"Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living","Dale Carnegie",4.17,111,1998-06-15
4866,"How to Stop Worrying and Start Living","Dale Carnegie",4.12,61639,2004-10-05
4870,"How To Enjoy Your Life And Your Job","Dale Carnegie/Dorothy Carnegie",3.96,1907,1990-01-02
4873,"The Leader In You: How to Win Friends Influence People and Succeed in a Changing World","Dale Carnegie/Stuart R. Levine/Michael A. Crom",4.08,3713,1995-05-01
4887,"The Drama of the Gifted Child: The Search for the True Self","Alice Miller/Ruth Ward",4.09,12436,2008-07-22
4888,"The Drama of the Gifted Child: The Search for the True Self","Alice Miller",4.09,97,1983-06-01
4894,"Who Moved My Cheese?","Spencer Johnson/Kenneth H. Blanchard",3.8,311436,2002-02-07
4898,"Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant","W. Chan Kim/Renée Mauborgne",3.91,46064,2005-02-01
4900,"Heart of Darkness","Joseph Conrad",3.42,321078,2003-10-01
4906,"Heart of Darkness and Other Tales","Joseph Conrad/Cedric Watts",3.58,3761,2003-09-25
4907,"Heart of Darkness","Joseph Conrad",3.42,92,2003-05-01
4909,"Teacher Man (Frank McCourt #3)","Frank McCourt",3.75,26508,2006-09-19
4916,"Angela's Ashes","Frank McCourt",4.11,711,1998-12-17
4921,"Three Men in a Boat (Three Men #1)","Jerome K. Jerome",3.89,38313,1994-10-01
4922,"Three Men in a Boat: To Say Nothing of the Dog","Jerome K. Jerome",3.89,213,2006-06-16
4924,"Three Men in a Boat: To Say Nothing of the Dog","Jerome K. Jerome",3.89,52,2005-03-01
4925,"Three Men in a Boat","Jerome K. Jerome",3.89,786,2004-03-25
